Sample_29	Sample_A49	Sample_52	Sample_37	Sample_8	Sample_14	Sample_A57	Sample_A32	Sample_A11	Sample_49	Sample_A29	Sample_32	Sample_11	Sample_57	Sample_A37	Sample_A14	Sample_A52	Sample_A43	Sample_A60	Sample_A05	Sample_A26	Sample_46	Sample_65	Sample_23	Sample_A38	Sample_58	Sample_2	Sample_A23	Sample_A46	Sample_26	Sample_43	Sample_60	Sample_A58	Sample_38	Sample_7	Sample_6	Sample_39	Sample_A59	Sample_61	Sample_42	Sample_27	Sample_A64	Sample_A47	Sample_A22	Sample_A01	Sample_3	Sample_59	Sample_A39	Sample_22	Sample_64	Sample_47	Sample_A27	Sample_A04	Sample_A61	Sample_A42	Sample_A53	Sample_A15	Sample_A36	Sample_56	Sample_10	Sample_33	Sample_A28	Sample_48	Sample_A10	Sample_A33	Sample_A56	Sample_9	Sample_15	Sample_36	Sample_53	Sample_A48	Sample_28	Sample_51	Sample_17	Sample_34	Sample_A54	Sample_A12	Sample_A31	Sample_A09	Sample_12	Sample_31	Sample_54	Sample_A17	Sample_A34	Sample_A51	Sample_A63	Sample_A40	Sample_A25	Sample_A06	Sample_45	Sample_20	Sample_A18	Sample_1	Sample_A20	Sample_A03	Sample_A45	Sample_25	Sample_63	Sample_40	Sample_18	Sample_4	Sample_19	Sample_5	Sample_41	Sample_62	Sample_24	Sample_A44	Sample_A02	Sample_A21	Sample_A19	Sample_21	Sample_44	Sample_A07	Sample_A24	Sample_A41	Sample_A62	Sample_A50	Sample_A35	Sample_A16	Sample_55	Sample_30	Sample_13	Sample_A08	Sample_A30	Sample_A13	Sample_A55	Sample_35	Sample_16	Sample_50
mOTU_linkage_group_209	738	0	0	0	0	0	0	0	0	0	115	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	246	373	0	0	4258	0	0	0	0	653	248	0	0	0	0	0	0	720	478	0	0	1369	0	488	4908	102	0	0	744	1526	0	5951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685	0	2269	0	0	0	0	0	0	0	0	0	248	0	0	0	2582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16052	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mOTU_linkage_group_211	0	1024	20626.5	0	4424	0	0	0	0	0	2578.5	0	0	0	0	6882.50024414	7934.50024414	0	0	0	2486	0	0	9877	3701.5	0	0	0	244	0	14203.5	0	0	0	9002	0	0	2152.5	305	0	61.5	2627	1977	0	22996.5	3219	0	0	648	10748	0	23	6194	0	0	791	0	1285.5	0	0	0	0	0	0	0	13.5	0	24944	0	0	5301.5	0	0	0	0	105.8333358765	0	0	16531.75	1541.5	5783.5	0	8136.5	0	0	0	0	2054.5	33540.25	0	0	0	0	0	0	0	0	7181	3233.5	0	3939	0	0	0	0	0	5008	12848.5	0	440.499984741	0	0	9921	0	755	8548.5	2723.5	0	1987.99987793	0	0	82768.5	0	0	0	3870	2167.5	0	0
mOTU_linkage_group_212	1369.5	248	0	1702	0	0	0	0	52547	0	0	0	0	6857.75	0	0	0	0	0	0	0	246	818.5	0	0	0	38896	0	0	24351	0	0	230	0	0	0	0	115	0	37	0	0	0	0	0	0	1787	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	7071	0	0	0	0	430.5	4840	0	12592.5	0	246	184.5	0	62	0	0	0	0	0	0	0	30307.5	0	0	0	0	0	968	0	0	2238.5	1865.5	0	18302.5	0	0	0	0	0	828	0	0	0	0	0	0	0	150	7960	0	157.5	0	0	0	1594	0	0	0	0	0	70206	7640	0	3393	0	0
mOTU_linkage_group_213	13570.5	1083.5	183.999984741	3866.50012207	544	11786.4995117	4631	2124	9610.00048828	7148.50048828	0	4699.5	6580.5	7419.50024414	23301.5	2128.49987793	238.9999923705	603.500015259	2902.5	15427.5004883	6560.49975586	74492.50390625	11892.5	797.4999694825	1433.500061035	0	0	874.5000305175	414	0	0	25853.5	24121.5	15372	122.0000076295	421.5	15612	3215.49987793	2154	8491.5	0	0	13863.8496094	14317	0	2153.49987793	0	7489.49975586	3523.00024414	1009.5	20210.5	17509.5	0	13572.0009766	29614	1936.500061035	23276	6485	2241.5	34234.5	8808	5095	2258	0	9913	3763.5	9542	0	19996.5	0	26.50000190735	32341.5	13685.5	11307.5	1457.5	656.5000305175	2088.999938965	5318.99975586	0	3598.5	0	2942	838.5	20293	1720.5	10095.149902345	16800	14133	0	1405	2077.500061035	75047.5	1448	15651.4995117	0	4232.5	275	6540.49975586	2029.5	4699.49975586	3174.5	0	45325.0996094	4941.5	4215.49963379	4866.5	57.5	0	4906.99975586	5472	43706.5	52508.1464844	0	0	3266.5	0	0	1169	7868	10189.5	3051.50024414	3122.5	8775.5	275	30758.5	0	25137	8833.99951172	21494.99902345
mOTU_linkage_group_214	0	14002.7866211	28287.58886715	0	7699.50024414	0	0	0	6224.49926758	6586.00024414	5003.5	0	0	0	0	22449	12219.61865235	1063.49987793	4470.74353027	0	54882.62109375	0	3936.99975586	20896.3105469	16714.10253905	0	0	0	5237.31274414	0	3917.71557617	0	1003.9999084475	3080.77233887	10080.03222658	7518.8828125	0	5421.00073242	13414.94042965	0	2470.99975586	22200.37304685	19564.90234375	0	176155.8515625	34886.7265625	0	4972.399902345	12164.5708008	82323.76171875	0	3314.50024414	25200.2666016	0	0	396.500076294	7843.63378906	1684.500183105	307.499977112	0	0	739.499938965	61.4999923705	0	24.5	6292	934.5000000025	9591.739746095	0	0	10664.86572265	11483.5751953	0	0	0	15277.32714845	0	0	3947.84008789	17833.00097655	11262.79882812	1517.499938965	22045.7246094	2879.99963379	0	0	0	6844.873291015	42403.984375	0	0	0	0	0	2259.42492676	0	0	5849	28754.34082035	2001.999938965	10252.5214844	0	430.4999694825	245.999946594	0	0	5001.76171875	48349.8300781	0	5962.194824215	0	0	10429.06396483	26447.4824219	1879.00024414	7379.00024414	23091.8291016	0	61208.7871094	0	0	57696.3886719	0	0	0	15017.85058595	1353.00012207	0	465.0000152585
mOTU_linkage_group_215	538	0	246	0	2788.5	308.5	711.5	183.5	396.5	460.5	230	612.5	0	0	62	219	0	484.5	0	1032.5	154.5	2862.5	0	513	495.5	0	2113.5	830.5	253.5	2014.5	0	0	0	530	123	3215	0	30080	246	0	0	255.5	269	0	57	527.5	630.5	0	458.5	407	411	0	0	1543.5	1482.5	2870	0	0	0	117.5	2206.5	62	0	48018.5	6909	0	0	0	34154	244	305	0	933.5	0	246	196	2018	226	114.5	363.5	1828.5	0	181.5	0	1298.5	0	0	385	6454.5	0	1968.5	0	4991.5	247.5	115.5	1240.5	6002	0	0	2165	165.5	0	123	750	43	8696.5	157	1373.5	0	0	7880.5	3420.5	0	0	826	114	2403	1202	783	0	811	61.5	935	3086	1452.5	1045.5	368.5	1251.5	123
mOTU_linkage_group_217	21921.5	116764.99609375	20146.5	830.5	28460	14512.5	8076	22488.5	169672	26456	41278.5	80353	13517	4165.5	27803.5	55426	21811	30072.5	57623	18579	22876.5	29181	23956.5	22045.5	34831.99902345	0	13127.9995117	33035	101066.5	27476.49902345	47470	72103.5	6377	3597.5	26947	68485	66767.5	26491	22046.5	3853.5	95973.5	72415	25796.49902345	32404.99902345	14500.0004883	76860.5	29416	51538.6660156	77343.5	18589.5	73870.5	19798.5	10260	8456.5	9100.5	20941.5	59893	21791.5	59457	141654.003906	22150.49902345	69380.9980469	38892.5	89145	33899	6095.00024414	152207.5	49536.4980469	0	111085.00390625	53542	74409.5	103304	21707.5	12204.5	25869.5	0	26120	64298.0019531	56219	21159.9995117	19162	43458.5	49267	6659	18018.0004883	21968	18327	60723	48082.5	3402	17111	31680.49902345	37709.5	101740.5	42764	5042.5	21797	25135.5	46647.5019531	59978.5	8975.50024414	35088.5	32780.5	15611.4995117	69167.5019531	60040.0019531	84866.5	1944.5	7281	21116	586	91322.99609375	179947	6427.5	94267.5	34110.99902345	34995.49902345	116965.5	36910.5	4425.5	30881	200183.5	13724.5	0	97504.5	52773.5	60538.5019531	116600.5
mOTU_linkage_group_218	1693	0	0	2840	0	0	1492.66668701	0	0	0	172.5	2987	7639.5	184.5	6117	0	0	0	13.25	216	162.5	0	100.5	0	0	0	2312	676.5	31.3333339691	1206.5	913.5	0	0	0	0	0	3754	450.5	1586	82194.16796875	461	0	62	847.5	478	0	8988.5	302.5	502	0	175.5	0	702	0	539	0	0	0	797.5	281.5	2844.5	866.75	0	112.5	1777.75	0	0	0	1545	1411.5	0	369	1793.5	199.166671753	10741.5	0	1662.5	3567.5	0	675.5	0	1075.5	0	0	2975	0	0	3630.5	0	115	1182.5	58063	600.444458008	1048.5	73.5	0	430.5	0	795	307.5	0	9019.5	823	4428.5	101.5	716	0	0	0	0	184.5	18262.1669922	0	0	0	0	0	1832.5	0	0	1792	0	0	3837	0	0	37	246	4205.5
mOTU_linkage_group_224	3498.5	1418	5517.5	0	789.5	0	5568.5	0	0	8228.50048828	10954	0	6581	4511	4219	6648.5	6603.5	7455.99975586	8474.5	3262.5	3238.99987793	0	2803.5	4961	10919.5	0	0	26532.5	2207.500061035	0	12844	17719	2238.5	5853.99975586	184.5	11278.5	33789.5	800.5	8504.5	2004	32658.5	107.5	0	0	0	6913.5	1062.5	8192	4640	2779.5	20844.5	0	0	7184	0	2764.5	9142	7038.5	17175	0	1877	0	37341.5	0	7867	1675	21170	7012.49975586	0	0	2168.499938965	0	20447.5	3319.5	0	11305.5	0	14894.5	0	14670	1230	6007.5	1415.5	15000.5	0	2834	13234.4995117	6905	3958	72469	0	0	7904	5700.5	0	0	0	16897.5	3496.5	0	0	242.5	0	1802	18090	47410.5	3776.5	8094.5	1785	0	0	1634.5	2206.5	0	4938	1665.5	2843	0	0	19608.99902345	0	5871.50024414	18791.5	0	0	4056	16334	30609	28920
mOTU_linkage_group_225	769	0	615	8650.5	0	740.5	660	286.4999923705	0	11156.5	0	243	0	2529.5	0	540.5	0	0	0	796	0	0	310	0	0	0	0	180.0000076295	0	23617.5	0	31.5	1616.5	0	522.5	1207	10142.5	2010.5	0	1963	1132	229.5	0	0	0	0	0	0	0	2202	1000.5	0	0	0	0	114.5	0	482	1759.5	0	34365.5	0	3199.5	0	477	0	0	543	0	0	267	0	2906.5	1177	1024.5	0	0	124	0	0	0	1164.5	0	361	0	0	764	3158	819	0	6377.5	0	1816.5	304	0	0	0	0	13759	0	0	15692	0	472	0	486.5	0	0	0	27	3881	0	0	0	0	0	0	0	0	1868	2531	0	0	24	0	0	0	1866.5	33
mOTU_linkage_group_226	21343.5	4037.5	36538	0	23400.00097655	12196.4995117	0	0	411.999984741	13941.9995117	5090	11698	0	0	0	17697.99902345	12952.0004883	2360.5	1233.500030515	0	3118	7989.00024414	4726	28022.00097655	15586.5004883	0	0	0	22113	0	33712.5	9395.5	573.5	17644.50097655	11234	31936.49902345	0	11254.5004883	14963.0004883	0	10875.9995117	3280.00012207	55524	0	5312.50024414	20022	609.499938965	717.0000305175	19509.49902345	79360.49609375	16667.5	4527.00024414	3169.99987793	0	1549	4663.5	8421.99975586	6632.5	4525	0	19101.00097655	5373.00024414	28304.5019531	0	3523.00012207	2635	22543.5	17592.0004883	0	1269	5113.50024414	7254.99975586	13308	2760	0	5042.5	0	0	1404.5	58404.4980469	26079.5	26375.5	30699.5	2894	0	972	0	714.5	7255.99975586	0	1440	0	0	5619	238	9117.99975586	0	53908.5	17570.99902345	16848.5	8005.5	0	10552	0	61.5	6437	16292.50097655	11271.5	0	3175	0	29.5	8718.5	2409.99987793	23648.5	2517.5	9838.0004883	0	7391	0	0	46891.4980469	1925.5	0	0	7484.50024414	14789.0009766	10927	522
mOTU_linkage_group_227	12499	2086	7411.5	0	10423	14933	0	0	16205.5	21553.5	3529	70342	832.5	13110.0004883	0	5580.50024414	9096	2776	1032	12740.5	9849.5	27453.00097655	14163	10079.5	11632.5	0	0	0	9819	492	33961.99902345	8127.5	21363.5	6547.00024414	4543.5	12455.5	5938	8685.5	13887	0	9420.5	3149	21064.5	5148	39101	12353.0004883	9520.49951172	5079	6411.5	15573	11673	5490	16492.50097655	0	0	5454	7992.5	9431	22540	19235.50097655	25404.5	6122	25623.50097655	0	6436.00024414	11584.4995117	43075.5	3334.99987793	0	8725	707.000015259	27688.5	13219.5	11886.5	19307.3339844	2497.5	0	0	4745.5	11618.5	13265	20405.5	6303	6899.5	0	12565	0	4388	10244.5	25626	306.5	6277	25216.75	6174	10623	28232.5	0	13150.5	34629.5	0	23707	109616	27453.5	27916.5	12601.9995117	13792.5	13862.5	4698	0	0	60427.0019531	23135	8589	2407.5	12748	4511.5	7005.00024414	0	846	8602.5	0	27267.50097655	9009	0	0	1744.499938965	8201.5	7122	9069.49902344
mOTU_linkage_group_228	6425.5	8244.5	5703	2228	17842.5	14413.5	4144.5	2556.50024414	41166	4998.49975586	8266	17143.50097655	6357	2871.50012207	5897.99975586	3145.49975586	11453.5	1565.5	1917	2096.49975586	5196.5	2691.5	3667.99975586	5929.5	2858.50012207	0	424.499984741	1510.499938965	12423.9995117	212.4999923705	1054.5	2819	5132	2507.5	1565.000061035	16393.5004883	3142.5	8177.5	909	137637.640625	5918.50024414	4728	3910.5	2190.5	13844.4995117	2504.50012207	1857.5	1069.5	11326.0004883	16118.5	608.4999694825	3456.00024414	3018.5	0	124	3355	1937	1439.5	14683.0004883	6610.50024414	2357.5	2209.5	47163.5039062	55235.5	4297.49975586	15928	16815	2596.50012207	16928	18874.50097655	2086	5265.5	8405.99975586	5072.5	11904.5	3450.00012207	656.9999694825	4063.5	11714.5	3161.5	5562.5	7008.5	12189.5	399.500015259	18264	2379.5	8247.5	5870	3511.99987793	2612.5	42348.25	2221	12427.5004883	8585.5	6127	3384.00012207	15058	3338.49987793	7746.50048828	4834.5	4083.5	45090	8251.5	8317.50048828	5755.50024414	5920.5	3180	7859.99975586	6127.00024414	11830.5	45062.9980469	26431.99902345	10607.5	1115.5000305175	42001.9980469	9936	7560	0	1772.00012207	1745.5	10795.9995117	3149	2136	11515	496	6137	2137	2805.5	5551.5
mOTU_linkage_group_231	51443	54593.5	2124	2479.5	5673	25060	43107	42484	50697	24397	22606.5	23401.5	35972.5	3153	40957.5	17185	29156.5	26339	144576.5	88615	17938	40927.5	14593.5	6503	23394	0	18319	50507	15514	120780.25	25091	37743	3920.5	17344	12687.5	22206	128631	12062	34455	8051	27699	28653.5	10924.5	53460.5	8172	33358	66346.5	39505.5	25675	4129.5	32044.5	20329	35283.5	17929.5	39450	11985.5	30213.5	26294.5	56893.5	196361	30614.5	68071	22723	78905.5	33126.5	11328.00048828	11849	24696.5	31638	169996.5	22110	28290	62412.5	114869.5	5955.5	29668	170618	30224.5	11107	23026	2666	54734	9114.5	44763.25	24812.5	22205	163466.703125	40731	16023.75	88233.5	47761.5	53802	23248	83686.5	75180.5	22844.5	3083.50024414	31685	95464.5	7815.5	7509	8687.5	73650	35748.5	11355.5	152301	11356.5	19322	58339.5	8860	42551	38864.5	54386	62841.5	2646	34821.5	6482	6783.5	15327.5	42539	24968.5	3784	99337	16947	44502.5	8041.5	64973	46829	183015.5
mOTU_linkage_group_233	51369.5	23847.49902345	19140.5	14607.5	12006.0004883	102815.003906	36224.5019531	48297.00390625	27550.00097655	35497.4980469	18131.49853515	26916.5019531	117374.5	57437.9960938	43837.4980469	10971.9995117	32436	30210.4980469	24104	93286.01171875	22934.99902345	36141	56641.5	15674.50048825	15921.5004883	0	59905	20876	26685.5	114217.496094	369.000030518	68830.00390625	105856.996094	44139.5	20365	32793.99707035	61299.5	17903.50097655	78469	31233.0019531	44009	17260.0019531	46631.5019531	32102.9970703	43711.5	42285.4960938	74018	53947.0058594	35854.0019531	15754.99853515	65487.5058594	7037.00097656	31048.99902345	52911.50390625	0	35396	39090.5019531	21464.00097655	26703.0019531	188006.5	42466.5	24507.5	36520.4980469	48182.49414065	51268.5	46043.50390625	20622.00097655	31736.9980469	59200.0019531	33230.9980469	3933.49987793	41280.4980469	96680.003906	29417.50097655	15864.49902345	24584.49707035	72999.9921875	33547.99902345	4023.50036621	63272	27431.4980469	34765.5	30909.49902345	40598	10258.49902342	45605.7519531	56189.5	33435.00097655	4799.5	154510.5078125	35778	120869.4882815	207120.984375	114187.988281	66328	142391.0117185	40611.0019531	14519.0004883	20028	124777.0078125	61188.49414065	31443.50097655	50216.5058594	42874	56874.5	63382.00195315	28325	27736.99902345	33762.5	61641.49804685	86215.99609375	0	85883.5	41188.75390625	32524	10986.9995117	18347	36599.5	27317.50292965	82369.5	84535.0078125	36450.4980469	123344.011719	26794.0019531	0	20491.0019531	58958	70073.5	65556.00195315
mOTU_linkage_group_235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12964	0	5763	0	0	0	0	0	0	6862.5	0	0	0	0	0	0	0	0	0	0	1943.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1165.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7375	1768.5	0	430.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2745.5	0	0	0	113.5	0	0	0	0	0	21470	0	0	0	0	0
mOTU_linkage_group_236	245.5	0	0	2394.5	0	997.5	0	69	496	780	115	649	4402	248.5	5223	0	0	0	1336	0	0	0	832.5	285	123	0	0	2409.5	0	915	0	1722	5199.5	799.5	0	651	16584.5	997	218.5	608.5	1092	0	1153.5	350	2237.5	479	1194.5	1512.5	0	369	211.5	56	0	690	0	1277	1120	22.5	3356.5	2911.5	11153	0	0	0	2816.5	62	2174	0	0	0	0	246	2906.5	1718	484	99.5	0	0	0	123	0	67.5	248	3065	0	4270	6309	307.5	0	2862	0	447	430.5	124.5	1967	148.5	0	1936	4939.5	691	0	1406	1052.5	3319.5	137	716.5	0	0	3226	239	41366.5	0	184.5	0	57.5	0	0	0	0	7436.5	5550	246	737.5	6963	0	0	939	717	37552.5
mOTU_linkage_group_238	28256.10253905	13114.2783203	0	4638.9498291	36475.9609375	4000.565063475	38657.80859375	70639.34765625	44609.0332031	25436.32714845	3717.86364746	35876.7402344	69257.4550781	48447.6875	82637.19921875	19976.59472655	12088.8120117	13628.19921875	2663.49987793	77979.91796875	24739.99902345	50197.6621094	84726	6754.243164065	10818.1894531	0	0	207.000022888	14292.5009766	0	21506.0341797	46798.7363281	47507.90625	14653.49951175	5543.70019531	11831.22851561	26801.92285155	22981.8935547	17430.58789065	11457.58300785	13117.61376955	3989.63659668	15458.8432617	36210.41015625	1995.99987793	16308.0385742	18800.02685545	14546.5209961	8303.83642578	10859.93896485	31213.14160155	19505.40136715	7526.28588867	49511.9902344	19731.34765625	15335.4448242	59628.6875	18384.015625	12403.30615235	95501.00390625	4880.26879883	20586.3798828	119.7142829895	84630.3984375	38697.0214844	46474.875	42502.76171875	4685.49975586	38577.63671875	29838.2294922	5662.55004883	45634.5566406	42171.828125	91824.73828125	20853.7861328	23085.4277344	15585.9345703	48685.9394531	163.4999923705	19705.00390625	18864.7998047	43041.5410156	11802.94433595	12088.78271485	0	34728.0917969	96258.45703125	31852.43359375	16949.1503906	2278.44995117	22461.5214844	32409.66308595	33169.7265625	45586.8671875	1020	17742.8496094	0	18964.5722656	18621.8925781	36475.5253906	35309.7285156	0	15815.5004883	50598.7109375	51763.9609375	77755.234375	5658.99975586	5316.69970703	99543.183594	10635.95019535	38192.2109375	43414.2578125	26303.0283203	14382.3588867	20142.57617185	11792.3154297	5329.087646485	721.5000305175	5050.158935545	98510.4453125	6147.99975586	615	71032.96484375	0	67137	3297.868408205	24251.29785155	18063.8496094	75494.1875
mOTU_linkage_group_239	60575.5	85689.38671875	23498	8473.99951172	36555.0078125	107214.484375	69390	108455.503906	222535.015625	58362.671875	32392.5029297	167440.4921875	62523.4980469	14129.0024414	159465.5	58756.5	37711	37318.62109375	101744.50000025	159754.25	44637.9960937	69329.9980469	45436	14262.5009766	36384	204.0000076295	72217.00390625	189774.328125	37694.5	166661.5078125	38563.4980469	73486.99609375	30904.0048828	8218.00048828	28704.4980469	52188.5	148742.4921875	50222.00390625	59496.86132815	19275	81738	62814.0078125	30126.50097655	75061.48828125	82307.7109375	43601.21875	98320.003906	80049.4921875	100496.0117185	35839	80828.99609375	62565.0019531	74547.5	47077.0019531	68135.5	33093.8320313	70335.49609375	24317.50097655	100414.5078125	231633.984375	62088.25	85122.50390625	103792	240247	61815.5	63376.28515625	106873.984375	44186.50390625	175258.875	202897	37461.5	142876.796875	128834.503906	147593.5078125	51233	48057	215385.46875	87039.984375	32484.4980469	49590.5039063	15961.9995117	52143.5	34006.49902345	56254.5	33496.9980469	73360.99414065	199101.8359375	45406.4980469	88919.36328125	76555.99609375	90279.50781225	72103.99609375	119441.503906	65464.7109375	172608.515625	78923.8828125	33230.9980469	39069.4980469	92009.89453125	97047.996094	35117.5039062	24615.9980469	121533.003906	64040.5	29599.5	102084.503906	19536.9580078	80366.83203125	87523.5	13545	50395.4960937	98181.50000025	85734	81725.49609375	9024.50024416	58014.49609375	27002.5039062	83033.8984375	57273.9941406	69750.50390625	72281.49609375	38561.5019531	262265.3203125	78411.5	96637.98437525	58920.99414065	78731.50390625	139043.4921875	205263.984375
mOTU_linkage_group_242	31805.50097655	7967	6141.5	785.5000305175	11725.1669922	11797.5	26814	40043.5	6126.5	38345.5	3684.99987793	37328.5	14673.3330078	8425.5	14607	3039.49987793	4370.166748045	7535	40625	13713	7881	56267.5019531	24771.5	4449.5	4039	18272.5	6219	28070.00097655	5191	10735.5	5313.666748045	49631.1660156	31727.49902345	44623.5	1724	15169	81633	4285.99975586	15823.0004883	5661.5	18860.5	969.666656494	7988.50024414	46649	196.166656494	11171	70947.99609375	36681.5	16330.99902345	10541.5	39102.6660156	17514	2338	17088.5	0	14320.5004883	41700.5	16671	48347.5	179704	9875.666503905	17242	94229.5	12130.8334961	18416.50097655	5014	86588.49609375	5908	33482.5	7141.5	1646	37432.4980469	15956.5004883	28154	2103.66668701	9847.9995117	40874.5	41280.5019531	0	16483.8330078	9165	10764	4263	36931.5	7394.00024414	10123.5	15585.9995117	32963.5	3227.333374025	45002.6640625	2971.5	14566	26891.99902345	45164.5019531	5067	11985.50000002	7242.99951172	34102.00097655	29570.5	95052.5	27166.5	8611	16467.3330078	52594	67712.5019531	52436.5	3024.333374025	1833	9347.5	3692	10474	23214	2472.833374025	34109.5	10275.8334961	471.999984741	1637.999938965	7460.833251955	3227	67273.33203125	27863.5	10869	71293.5	2050.499938965	4360.50012207	4481	29445.3339844	35445.5	51247
mOTU_linkage_group_247	1181	456	436	0	571	0	239	1609	56	245	0	0	1581	0	181	1150	0	0	0	1846	194	19419	0	0	0	0	0	248	0	246	0	123	202	123	0	245	487	1721	0	861	967	0	0	0	0	4288	388	0	0	50	826	0	0	115	0	0	496	115	0	0	615	445	193	0	1065	0	0	478	0	0	3149	246	984	6309	0	0	0	0	459	513.5	246	738	609	248	0	248	437	354	8408	0	0	0	0	372	602	0	0	0	246	0	0	0	0	0	0	594	97	1737	1135	0	0	1885	372	0	230	523	340	0	0	123	246	861	0	0	1053	124	3623	557	492
mOTU_linkage_group_249	3628.369018555	2133.500061035	283.000015259	0	604.500015259	0	0	0	0	549.999954224	162.5	0	0	0	0	679.000061035	176.500015259	0	0	0	0	0	3061.50036621	2981.00012207	5011.49926758	0	0	0	1496	0	2960.00048828	0	0	224.000015259	21624.5	1033.4999084475	0	562.4999694825	2283.52270508	0	6215.00024414	2214.095092775	2080.92877197	0	4811.99975586	19763.8671875	0	0	1099	3005.49975586	0	0	0	0	0	0	0	0	0	0	155.9999809267	2971.385253905	0	0	0	0	11470.7783203	3295.00012207	0	0	1227	16610.5	9813.02197264	0	0	0	0	0	744.000061035	10344.400390625	2804.49987793	1203.500061035	1033.433410645	0	0	0	0	0	6425.95239258	0	0	0	0	0	0	0	0	14110.5258789	1717.93347168	0	3254	0	0	0	0	0	1648.73803711	6960.50024414	0	0	0	0	4731.045410155	4353	2044.428710935	1498.33331299	870.500061035	0	7563.6081543	0	0	3063.00012207	0	0	0	806.499938965	1513.00012207	0	0
mOTU_linkage_group_250	0	7958.5	2412	61.5	2429.5	0	18182.5	0	19761	0	4264.5	0	0	94	25029	5125	2684.5	0	618	1089	5528	57	8770	5293.5	10209.5	0	801.5	0	6093.5	2265	0	0	515.5	123	3204	1474.5	0	660	0	0	0	33085	863.5	0	5204.25	55.5	162.5	12537	5575.5	6109	0	3615	1896.5	0	0	771.5	2705	0	983	0	369	1014.5	0	780	0	62764.5	3613	7405	246	42.5	1287.5	184	0	1489.5	270.5	9161	466	0	1923.5	61.5	6913	0	3284	0	194.5	1811.5	102	4832	2638.50012207	0	5002	104	1672.5	0	1091.5	0	0	2946.50012207	6953	3461.5	0	11937	492	0	0	0	3440.5	4021.5	0	9738	298	182.5	5004.5	3685.5	1870.5	9171.5	2982.5	195.5	10381	0	2255	5480	0	837.5	0	1848	0	4620	799.5
mOTU_linkage_group_251	14953.0004883	20023.5	640.4999694825	0	7085.5	10824.9995117	16903.49902345	22392.49902345	37606.4453125	10887.5004883	6801.00024414	0	16213.0004883	6294.00024414	60889	2107.5	14918.0004883	26010.5	19814	81020.49609375	23306.00097655	16326.5	10320	1026	2941.99987793	0	1477.5	50932.0019531	1731.5	3272	2676.99987793	15817.5	19182	10878.9995117	184.5	11418	39791.9980469	3571.5	9880.30126952	1726.999938965	6765.99951172	2802.5	16749.00146485	35118	3636.99987793	2990.50012207	41490.9960938	15564.49902345	8303	4247.5	26702.99902345	7975.99975586	744	11816.6245117	74862.5	29503.49902345	23491.5	12128.9995117	13973.49902345	35740.00097655	6284.49975586	12740	53356.5	23736.00097655	12198.5	18507.5839844	8573.5	469.5	16700.50097655	0	230	16427.5	50923.5	53090.9980469	1564.500183105	4185.5	159704	65337.9980469	0	3212.49975586	1876	38770.9980469	2018.5	20991.0019531	5459.5	15510.4995117	19221.99902345	36594.2480469	6766	55321.5019531	3025.5	121489.996094	18235	16357.50097655	12983.5	5202.50024414	3764	5337.99975586	37116.5019531	51279.9980469	19044	572.25	5320.49975586	10375.0004883	31954	20677.5	233.9999771115	1955.5	45348	4743.50024414	21664	2812.49987793	13299	20	22004	777.4999694825	656.3749694825	9437.24951172	4118	27655.00097655	9644.99951172	2768.49987793	54315.4980469	3704.99987793	38188	290.9999694825	26837.9980469	8850.5	17483.5
mOTU_linkage_group_253	221.5	0	0	846	0	0	177	0	1623	0	0	154.5	0	0	0	0	0	0	0	458.500015259	0	970.5	0	0	0	0	19655	405.5	0	1136.0000305175	0	461.5	0	0	0	0	1190.5	0	25	746	61.5	0	0	0	456	0	3072.5	0	0	0	0	0	0	0	560.5	0	0	0	184.5	123	0	0	184.5	3823	0	186	0	0	1705.5	6583	0	0	2652	0	528	0	0	255.5	0	0	0	0	0	0	1879	248	0	0	0	229.5	922.5	147.5	348	277.5	186	83	2272	0	0	783	0	4794	441	0	0	0	0	0	0	0	506.5	3801.5	0	123.5	0	0	0	5932	0	184.5	390	0	342.5	644	0	0	342.5	0	673
mOTU_linkage_group_255	0	226.5	0	2877	0	0	6292.5	583.5	0	2414	0	0	184.5	0	0	62	474	0	0	3447.5	0	264.5	0	0	0	0	0	2433.5	0	0	0	0	4756.5	0	0	61.5	32670	695.5	0	0	0	2585	1535	0	196	0	0	1026.5	0	0	150.5	0	0	61	0	0	0	0	806.5	0	3912	825.5	0	0	2919.5	0	123	410.5	0	0	0	0	0	326.5	1518	1265.5	0	544.5	0	0	0	0	0	255	0	0	1116.5	5979.5	725	0	0	4392	1103.5	0	0	0	0	0	4376	0	0	99	0	8003	0	4232	0	0	0	0	0	0	0	0	230	0	0	0	0	0	567	194.5	0	0	0	0	0	669	2645
